Value,Prefix,Suffix,Type,Status
G6NFZ,G6,NFZ,Call Sign - Amateur,Reserved
G6NGA,G6,NGA,Call Sign - Amateur,Allocated
G6NGD,G6,NGD,Call Sign - Amateur,Reserved
G6NGE,G6,NGE,Call Sign - Amateur,Reserved
G6NGF,G6,NGF,Call Sign - Amateur,Allocated
G6NGK,G6,NGK,Call Sign - Amateur,Reserved
G6NGM,G6,NGM,Call Sign - Amateur,Allocated
G6NGN,G6,NGN,Call Sign - Amateur,Allocated
G6NGO,G6,NGO,Call Sign - Amateur,Allocated
G6NGR,G6,NGR,Call Sign - Amateur,Allocated
G6NGT,G6,NGT,Call Sign - Amateur,Reserved
G6NGV,G6,NGV,Call Sign - Amateur,Allocated
G6NHA,G6,NHA,Call Sign - Amateur,Allocated
G6NHB,G6,NHB,Call Sign - Amateur,Allocated
G6NHE,G6,NHE,Call Sign - Amateur,Reserved
G6NHF,G6,NHF,Call Sign - Amateur,Reserved
G6NHG,G6,NHG,Call Sign - Amateur,Allocated
G6NHK,G6,NHK,Call Sign - Amateur,Allocated
G6NHL,G6,NHL,Call Sign - Amateur,Allocated
G6NHN,G6,NHN,Call Sign - Amateur,Reserved
G6NHO,G6,NHO,Call Sign - Amateur,Allocated
G6NHQ,G6,NHQ,Call Sign - Amateur,Reserved
G6NHR,G6,NHR,Call Sign - Amateur,Allocated
G6NHU,G6,NHU,Call Sign - Amateur,Allocated
G6NHV,G6,NHV,Call Sign - Amateur,Allocated
G6NHW,G6,NHW,Call Sign - Amateur,Allocated
G6NHX,G6,NHX,Call Sign - Amateur,Reserved
G6NHY,G6,NHY,Call Sign - Amateur,Allocated
G6NIA,G6,NIA,Call Sign - Amateur,Allocated
G6NIC,G6,NIC,Call Sign - Amateur,Allocated
G6NID,G6,NID,Call Sign - Amateur,Allocated
G6NIE,G6,NIE,Call Sign - Amateur,Reserved
G6NII,G6,NII,Call Sign - Amateur,Reserved
G6NIL,G6,NIL,Call Sign - Amateur,Allocated
G6NIO,G6,NIO,Call Sign - Amateur,Allocated
G6NIS,G6,NIS,Call Sign - Amateur,Allocated
G6NIW,G6,NIW,Call Sign - Amateur,Allocated
G6NIX,G6,NIX,Call Sign - Amateur,Allocated
G6NIY,G6,NIY,Call Sign - Amateur,Reserved
G6NIZ,G6,NIZ,Call Sign - Amateur,Allocated
G6NJA,G6,NJA,Call Sign - Amateur,Reserved
G6NJE,G6,NJE,Call Sign - Amateur,Allocated
G6NJF,G6,NJF,Call Sign - Amateur,Allocated
G6NJH,G6,NJH,Call Sign - Amateur,Reserved
G6NJI,G6,NJI,Call Sign - Amateur,Allocated
G6NJJ,G6,NJJ,Call Sign - Amateur,Allocated
G6NJL,G6,NJL,Call Sign - Amateur,Allocated
G6NJM,G6,NJM,Call Sign - Amateur,Allocated
G6NJN,G6,NJN,Call Sign - Amateur,Reserved
G6NJO,G6,NJO,Call Sign - Amateur,Allocated
G6NJP,G6,NJP,Call Sign - Amateur,Allocated
G6NJR,G6,NJR,Call Sign - Amateur,Allocated
G6NJT,G6,NJT,Call Sign - Amateur,Allocated
G6NJW,G6,NJW,Call Sign - Amateur,Reserved
G6NKB,G6,NKB,Call Sign - Amateur,Reserved
G6NKC,G6,NKC,Call Sign - Amateur,Reserved
G6NKD,G6,NKD,Call Sign - Amateur,Allocated
G6NKF,G6,NKF,Call Sign - Amateur,Reserved
G6NKG,G6,NKG,Call Sign - Amateur,Allocated
G6NKI,G6,NKI,Call Sign - Amateur,Allocated
G6NKJ,G6,NKJ,Call Sign - Amateur,Reserved
G6NKL,G6,NKL,Call Sign - Amateur,Allocated
G6NKM,G6,NKM,Call Sign - Amateur,Allocated
G6NKO,G6,NKO,Call Sign - Amateur,Reserved
G6NKS,G6,NKS,Call Sign - Amateur,Allocated
G6NLC,G6,NLC,Call Sign - Amateur,Allocated
G6NLD,G6,NLD,Call Sign - Amateur,Allocated
G6NLE,G6,NLE,Call Sign - Amateur,Allocated
G6NLG,G6,NLG,Call Sign - Amateur,Allocated
G6NLH,G6,NLH,Call Sign - Amateur,Reserved
G6NLI,G6,NLI,Call Sign - Amateur,Reserved
G6NLL,G6,NLL,Call Sign - Amateur,Allocated
G6NLM,G6,NLM,Call Sign - Amateur,Reserved
G6NLN,G6,NLN,Call Sign - Amateur,Allocated
G6NLO,G6,NLO,Call Sign - Amateur,Allocated
G6NLP,G6,NLP,Call Sign - Amateur,Allocated
G6NLQ,G6,NLQ,Call Sign - Amateur,Allocated
G6NLR,G6,NLR,Call Sign - Amateur,Reserved
G6NLS,G6,NLS,Call Sign - Amateur,Allocated
G6NLU,G6,NLU,Call Sign - Amateur,Allocated
G6NLV,G6,NLV,Call Sign - Amateur,Reserved
G6NLW,G6,NLW,Call Sign - Amateur,Allocated
G6NLX,G6,NLX,Call Sign - Amateur,Allocated
G6NLZ,G6,NLZ,Call Sign - Amateur,Allocated
G6NMA,G6,NMA,Call Sign - Amateur,Allocated
G6NMD,G6,NMD,Call Sign - Amateur,Reserved
G6NME,G6,NME,Call Sign - Amateur,Reserved
G6NMH,G6,NMH,Call Sign - Amateur,Reserved
G6NMI,G6,NMI,Call Sign - Amateur,Reserved
G6NMK,G6,NMK,Call Sign - Amateur,Allocated
G6NML,G6,NML,Call Sign - Amateur,Reserved
G6NMO,G6,NMO,Call Sign - Amateur,Reserved
G6NMQ,G6,NMQ,Call Sign - Amateur,Allocated
G6NMR,G6,NMR,Call Sign - Amateur,Reserved
G6NMU,G6,NMU,Call Sign - Amateur,Allocated
G6NMW,G6,NMW,Call Sign - Amateur,Reserved
G6NNA,G6,NNA,Call Sign - Amateur,Allocated
G6NNB,G6,NNB,Call Sign - Amateur,Allocated
G6NNC,G6,NNC,Call Sign - Amateur,Reserved
G6NND,G6,NND,Call Sign - Amateur,Reserved
G6NNE,G6,NNE,Call Sign - Amateur,Reserved
G6NNK,G6,NNK,Call Sign - Amateur,Allocated
G6NNL,G6,NNL,Call Sign - Amateur,Reserved
G6NNN,G6,NNN,Call Sign - Amateur,Allocated
G6NNO,G6,NNO,Call Sign - Amateur,Allocated
G6NNP,G6,NNP,Call Sign - Amateur,Allocated
G6NNR,G6,NNR,Call Sign - Amateur,Reserved
G6NNS,G6,NNS,Call Sign - Amateur,Allocated
G6NNV,G6,NNV,Call Sign - Amateur,Allocated
G6NNX,G6,NNX,Call Sign - Amateur,Reserved
G6NOD,G6,NOD,Call Sign - Amateur,Reserved
G6NOF,G6,NOF,Call Sign - Amateur,Reserved
G6NOH,G6,NOH,Call Sign - Amateur,Reserved
G6NOI,G6,NOI,Call Sign - Amateur,Allocated
G6NOJ,G6,NOJ,Call Sign - Amateur,Reserved
G6NOL,G6,NOL,Call Sign - Amateur,Allocated
G6NOO,G6,NOO,Call Sign - Amateur,Allocated
G6NOS,G6,NOS,Call Sign - Amateur,Allocated
G6NOT,G6,NOT,Call Sign - Amateur,Allocated
G6NOW,G6,NOW,Call Sign - Amateur,Allocated
G6NOY,G6,NOY,Call Sign - Amateur,Reserved
G6NOZ,G6,NOZ,Call Sign - Amateur,Reserved
G6NPB,G6,NPB,Call Sign - Amateur,Reserved
G6NPC,G6,NPC,Call Sign - Amateur,Allocated
G6NPD,G6,NPD,Call Sign - Amateur,Reserved
G6NPE,G6,NPE,Call Sign - Amateur,Allocated
G6NPF,G6,NPF,Call Sign - Amateur,Reserved
G6NPJ,G6,NPJ,Call Sign - Amateur,Allocated
G6NPK,G6,NPK,Call Sign - Amateur,Reserved
G6NPL,G6,NPL,Call Sign - Amateur,Reserved
G6NPP,G6,NPP,Call Sign - Amateur,Allocated
G6NPQ,G6,NPQ,Call Sign - Amateur,Allocated
G6NPR,G6,NPR,Call Sign - Amateur,Allocated
G6NPW,G6,NPW,Call Sign - Amateur,Allocated
G6NPZ,G6,NPZ,Call Sign - Amateur,Allocated
G6NQB,G6,NQB,Call Sign - Amateur,Allocated
G6NQD,G6,NQD,Call Sign - Amateur,Reserved
G6NQF,G6,NQF,Call Sign - Amateur,Allocated
G6NQL,G6,NQL,Call Sign - Amateur,Allocated
G6NQM,G6,NQM,Call Sign - Amateur,Allocated
G6NQO,G6,NQO,Call Sign - Amateur,Allocated
G6NQP,G6,NQP,Call Sign - Amateur,Allocated
G6NQQ,G6,NQQ,Call Sign - Amateur,Allocated
G6NQT,G6,NQT,Call Sign - Amateur,Reserved
G6NQU,G6,NQU,Call Sign - Amateur,Allocated
G6NQY,G6,NQY,Call Sign - Amateur,Allocated
G6NQZ,G6,NQZ,Call Sign - Amateur,Reserved
G6NRA,G6,NRA,Call Sign - Amateur,Reserved
G6NRC,G6,NRC,Call Sign - Amateur,Allocated
G6NRD,G6,NRD,Call Sign - Amateur,Reserved
G6NRF,G6,NRF,Call Sign - Amateur,Reserved
G6NRH,G6,NRH,Call Sign - Amateur,Allocated
G6NRK,G6,NRK,Call Sign - Amateur,Allocated
G6NRL,G6,NRL,Call Sign - Amateur,Allocated
G6NRM,G6,NRM,Call Sign - Amateur,Allocated
G6NRQ,G6,NRQ,Call Sign - Amateur,Reserved
G6NRU,G6,NRU,Call Sign - Amateur,Reserved
G6NRY,G6,NRY,Call Sign - Amateur,Reserved
G6NRZ,G6,NRZ,Call Sign - Amateur,Reserved
G6NSB,G6,NSB,Call Sign - Amateur,Allocated
G6NSG,G6,NSG,Call Sign - Amateur,Allocated
G6NSK,G6,NSK,Call Sign - Amateur,Allocated
G6NSM,G6,NSM,Call Sign - Amateur,Reserved
G6NSN,G6,NSN,Call Sign - Amateur,Reserved
G6NSQ,G6,NSQ,Call Sign - Amateur,Allocated
G6NSR,G6,NSR,Call Sign - Amateur,Reserved
G6NSU,G6,NSU,Call Sign - Amateur,Allocated
G6NSY,G6,NSY,Call Sign - Amateur,Allocated
G6NSZ,G6,NSZ,Call Sign - Amateur,Allocated
G6NTE,G6,NTE,Call Sign - Amateur,Allocated
G6NTI,G6,NTI,Call Sign - Amateur,Allocated
G6NTK,G6,NTK,Call Sign - Amateur,Allocated
G6NTM,G6,NTM,Call Sign - Amateur,Allocated
G6NTP,G6,NTP,Call Sign - Amateur,Allocated
G6NTQ,G6,NTQ,Call Sign - Amateur,Allocated
G6NTR,G6,NTR,Call Sign - Amateur,Reserved
G6NTW,G6,NTW,Call Sign - Amateur,Allocated
G6NTY,G6,NTY,Call Sign - Amateur,Allocated
G6NUA,G6,NUA,Call Sign - Amateur,Allocated
G6NUD,G6,NUD,Call Sign - Amateur,Allocated
G6NUI,G6,NUI,Call Sign - Amateur,Allocated
G6NUJ,G6,NUJ,Call Sign - Amateur,Reserved
G6NUK,G6,NUK,Call Sign - Amateur,Reserved
G6NUL,G6,NUL,Call Sign - Amateur,Allocated
G6NUM,G6,NUM,Call Sign - Amateur,Allocated
G6NUN,G6,NUN,Call Sign - Amateur,Allocated
G6NUO,G6,NUO,Call Sign - Amateur,Reserved
G6NUQ,G6,NUQ,Call Sign - Amateur,Reserved
G6NUR,G6,NUR,Call Sign - Amateur,Reserved
G6NUS,G6,NUS,Call Sign - Amateur,Allocated
G6NUT,G6,NUT,Call Sign - Amateur,Allocated
G6NUX,G6,NUX,Call Sign - Amateur,Allocated
G6NUZ,G6,NUZ,Call Sign - Amateur,Allocated
G6NVA,G6,NVA,Call Sign - Amateur,Allocated
G6NVB,G6,NVB,Call Sign - Amateur,Reserved
G6NVC,G6,NVC,Call Sign - Amateur,Allocated
G6NVD,G6,NVD,Call Sign - Amateur,Allocated
G6NVE,G6,NVE,Call Sign - Amateur,Reserved
G6NVF,G6,NVF,Call Sign - Amateur,Allocated
G6NVG,G6,NVG,Call Sign - Amateur,Reserved
G6NVH,G6,NVH,Call Sign - Amateur,Allocated
G6NVI,G6,NVI,Call Sign - Amateur,Allocated
G6NVJ,G6,NVJ,Call Sign - Amateur,Allocated
G6NVL,G6,NVL,Call Sign - Amateur,Reserved
G6NVN,G6,NVN,Call Sign - Amateur,Reserved
G6NVP,G6,NVP,Call Sign - Amateur,Reserved
G6NVQ,G6,NVQ,Call Sign - Amateur,Reserved
G6NVR,G6,NVR,Call Sign - Amateur,Reserved
G6NVS,G6,NVS,Call Sign - Amateur,Allocated
G6NVT,G6,NVT,Call Sign - Amateur,Allocated
G6NVU,G6,NVU,Call Sign - Amateur,Allocated
G6NVV,G6,NVV,Call Sign - Amateur,Reserved
G6NVW,G6,NVW,Call Sign - Amateur,Allocated
G6NVX,G6,NVX,Call Sign - Amateur,Reserved
G6NVY,G6,NVY,Call Sign - Amateur,Allocated
G6NWC,G6,NWC,Call Sign - Amateur,Allocated
G6NWD,G6,NWD,Call Sign - Amateur,Reserved
G6NWF,G6,NWF,Call Sign - Amateur,Reserved
G6NWK,G6,NWK,Call Sign - Amateur,Allocated
G6NWM,G6,NWM,Call Sign - Amateur,Reserved
G6NWN,G6,NWN,Call Sign - Amateur,Allocated
G6NWO,G6,NWO,Call Sign - Amateur,Allocated
G6NWR,G6,NWR,Call Sign - Amateur,Allocated
G6NWS,G6,NWS,Call Sign - Amateur,Allocated
G6NWT,G6,NWT,Call Sign - Amateur,Allocated
G6NWV,G6,NWV,Call Sign - Amateur,Allocated
G6NWW,G6,NWW,Call Sign - Amateur,Reserved
G6NX,G6,NX,Call Sign - Amateur,Allocated
G6NXH,G6,NXH,Call Sign - Amateur,Allocated
G6NXL,G6,NXL,Call Sign - Amateur,Allocated
G6NXM,G6,NXM,Call Sign - Amateur,Allocated
G6NXN,G6,NXN,Call Sign - Amateur,Allocated
G6NXP,G6,NXP,Call Sign - Amateur,Allocated
G6NXR,G6,NXR,Call Sign - Amateur,Allocated
G6NXT,G6,NXT,Call Sign - Amateur,Reserved
G6NXU,G6,NXU,Call Sign - Amateur,Reserved
G6NXV,G6,NXV,Call Sign - Amateur,Allocated
G6NXW,G6,NXW,Call Sign - Amateur,Allocated
G6NXZ,G6,NXZ,Call Sign - Amateur,Reserved
G6NYC,G6,NYC,Call Sign - Amateur,Allocated
G6NYF,G6,NYF,Call Sign - Amateur,Allocated
G6NYG,G6,NYG,Call Sign - Amateur,Allocated
G6NYH,G6,NYH,Call Sign - Amateur,Allocated
G6NYL,G6,NYL,Call Sign - Amateur,Allocated
G6NYN,G6,NYN,Call Sign - Amateur,Reserved
G6NYQ,G6,NYQ,Call Sign - Amateur,Reserved
G6NYR,G6,NYR,Call Sign - Amateur,Allocated
G6NYT,G6,NYT,Call Sign - Amateur,Allocated
G6NYZ,G6,NYZ,Call Sign - Amateur,Reserved
G6NZ,G6,NZ,Call Sign - Amateur,Reserved
G6NZA,G6,NZA,Call Sign - Amateur,Allocated
G6NZB,G6,NZB,Call Sign - Amateur,Allocated
G6NZC,G6,NZC,Call Sign - Amateur,Reserved
G6NZD,G6,NZD,Call Sign - Amateur,Reserved
G6NZG,G6,NZG,Call Sign - Amateur,Allocated
G6NZK,G6,NZK,Call Sign - Amateur,Reserved
G6NZL,G6,NZL,Call Sign - Amateur,Allocated
G6NZN,G6,NZN,Call Sign - Amateur,Allocated
G6NZO,G6,NZO,Call Sign - Amateur,Allocated
G6NZP,G6,NZP,Call Sign - Amateur,Reserved
G6NZS,G6,NZS,Call Sign - Amateur,Reserved
G6NZT,G6,NZT,Call Sign - Amateur,Reserved
G6NZW,G6,NZW,Call Sign - Amateur,Allocated
G6NZY,G6,NZY,Call Sign - Amateur,Allocated
G6NZZ,G6,NZZ,Call Sign - Amateur,Reserved
G6OAA,G6,OAA,Call Sign - Amateur,Reserved
G6OAB,G6,OAB,Call Sign - Amateur,Reserved
G6OAI,G6,OAI,Call Sign - Amateur,Allocated
G6OAJ,G6,OAJ,Call Sign - Amateur,Allocated
G6OAL,G6,OAL,Call Sign - Amateur,Reserved
G6OAN,G6,OAN,Call Sign - Amateur,Allocated
G6OAO,G6,OAO,Call Sign - Amateur,Reserved
G6OAS,G6,OAS,Call Sign - Amateur,Allocated
G6OAU,G6,OAU,Call Sign - Amateur,Allocated
G6OAV,G6,OAV,Call Sign - Amateur,Allocated
G6OAW,G6,OAW,Call Sign - Amateur,Allocated
G6OAX,G6,OAX,Call Sign - Amateur,Reserved
G6OAY,G6,OAY,Call Sign - Amateur,Allocated
G6OAZ,G6,OAZ,Call Sign - Amateur,Reserved
G6OBA,G6,OBA,Call Sign - Amateur,Allocated
G6OBB,G6,OBB,Call Sign - Amateur,Allocated
G6OBD,G6,OBD,Call Sign - Amateur,Allocated
G6OBE,G6,OBE,Call Sign - Amateur,Allocated
G6OBG,G6,OBG,Call Sign - Amateur,Allocated
G6OBI,G6,OBI,Call Sign - Amateur,Reserved
G6OBJ,G6,OBJ,Call Sign - Amateur,Allocated
G6OBO,G6,OBO,Call Sign - Amateur,Allocated
G6OBP,G6,OBP,Call Sign - Amateur,Reserved
G6OBT,G6,OBT,Call Sign - Amateur,Allocated
G6OBU,G6,OBU,Call Sign - Amateur,Allocated
G6OBW,G6,OBW,Call Sign - Amateur,Allocated
G6OBY,G6,OBY,Call Sign - Amateur,Reserved
G6OCA,G6,OCA,Call Sign - Amateur,Allocated
G6OCB,G6,OCB,Call Sign - Amateur,Allocated
G6OCC,G6,OCC,Call Sign - Amateur,Allocated
G6OCD,G6,OCD,Call Sign - Amateur,Allocated
G6OCE,G6,OCE,Call Sign - Amateur,Allocated
G6OCF,G6,OCF,Call Sign - Amateur,Allocated
G6OCL,G6,OCL,Call Sign - Amateur,Allocated
G6OCM,G6,OCM,Call Sign - Amateur,Allocated
G6OCO,G6,OCO,Call Sign - Amateur,Allocated
G6OCP,G6,OCP,Call Sign - Amateur,Reserved
G6OCQ,G6,OCQ,Call Sign - Amateur,Allocated
G6OCT,G6,OCT,Call Sign - Amateur,Allocated
G6OCW,G6,OCW,Call Sign - Amateur,Allocated
G6ODA,G6,ODA,Call Sign - Amateur,Allocated
G6ODD,G6,ODD,Call Sign - Amateur,Reserved
G6ODE,G6,ODE,Call Sign - Amateur,Reserved
G6ODF,G6,ODF,Call Sign - Amateur,Allocated
G6ODG,G6,ODG,Call Sign - Amateur,Reserved
G6ODI,G6,ODI,Call Sign - Amateur,Reserved
G6ODO,G6,ODO,Call Sign - Amateur,Reserved
G6ODR,G6,ODR,Call Sign - Amateur,Reserved
G6ODT,G6,ODT,Call Sign - Amateur,Allocated
G6ODU,G6,ODU,Call Sign - Amateur,Allocated
G6ODV,G6,ODV,Call Sign - Amateur,Reserved
G6ODW,G6,ODW,Call Sign - Amateur,Allocated
G6OEF,G6,OEF,Call Sign - Amateur,Reserved
G6OEG,G6,OEG,Call Sign - Amateur,Reserved
G6OEI,G6,OEI,Call Sign - Amateur,Allocated
G6OEJ,G6,OEJ,Call Sign - Amateur,Allocated
G6OEM,G6,OEM,Call Sign - Amateur,Allocated
G6OEN,G6,OEN,Call Sign - Amateur,Reserved
G6OER,G6,OER,Call Sign - Amateur,Allocated
G6OES,G6,OES,Call Sign - Amateur,Allocated
G6OET,G6,OET,Call Sign - Amateur,Allocated
G6OEV,G6,OEV,Call Sign - Amateur,Reserved
G6OEW,G6,OEW,Call Sign - Amateur,Allocated
G6OEY,G6,OEY,Call Sign - Amateur,Allocated
G6OFA,G6,OFA,Call Sign - Amateur,Reserved
G6OFB,G6,OFB,Call Sign - Amateur,Allocated
G6OFD,G6,OFD,Call Sign - Amateur,Allocated
G6OFE,G6,OFE,Call Sign - Amateur,Reserved
G6OFG,G6,OFG,Call Sign - Amateur,Reserved
G6OFM,G6,OFM,Call Sign - Amateur,Allocated
G6OFO,G6,OFO,Call Sign - Amateur,Allocated
G6OFQ,G6,OFQ,Call Sign - Amateur,Allocated
G6OFT,G6,OFT,Call Sign - Amateur,Reserved
G6OFU,G6,OFU,Call Sign - Amateur,Reserved
G6OFV,G6,OFV,Call Sign - Amateur,Allocated
G6OFY,G6,OFY,Call Sign - Amateur,Reserved
G6OFZ,G6,OFZ,Call Sign - Amateur,Allocated
G6OGD,G6,OGD,Call Sign - Amateur,Allocated
G6OGF,G6,OGF,Call Sign - Amateur,Reserved
G6OGH,G6,OGH,Call Sign - Amateur,Reserved
G6OGI,G6,OGI,Call Sign - Amateur,Reserved
G6OGN,G6,OGN,Call Sign - Amateur,Allocated
G6OGT,G6,OGT,Call Sign - Amateur,Allocated
G6OGY,G6,OGY,Call Sign - Amateur,Allocated
G6OGZ,G6,OGZ,Call Sign - Amateur,Allocated
G6OHA,G6,OHA,Call Sign - Amateur,Reserved
G6OHB,G6,OHB,Call Sign - Amateur,Allocated
G6OHD,G6,OHD,Call Sign - Amateur,Reserved
G6OHF,G6,OHF,Call Sign - Amateur,Allocated
G6OHG,G6,OHG,Call Sign - Amateur,Reserved
G6OHH,G6,OHH,Call Sign - Amateur,Reserved
G6OHI,G6,OHI,Call Sign - Amateur,Reserved
G6OHK,G6,OHK,Call Sign - Amateur,Allocated
G6OHL,G6,OHL,Call Sign - Amateur,Reserved
G6OHM,G6,OHM,Call Sign - Amateur,Allocated
G6OHQ,G6,OHQ,Call Sign - Amateur,Allocated
G6OHR,G6,OHR,Call Sign - Amateur,Allocated
G6OHT,G6,OHT,Call Sign - Amateur,Reserved
G6OHV,G6,OHV,Call Sign - Amateur,Reserved
G6OHX,G6,OHX,Call Sign - Amateur,Reserved
G6OHY,G6,OHY,Call Sign - Amateur,Reserved
G6OHZ,G6,OHZ,Call Sign - Amateur,Reserved
G6OI,G6,OI,Call Sign - Amateur,Allocated
G6OIA,G6,OIA,Call Sign - Amateur,Allocated
G6OIB,G6,OIB,Call Sign - Amateur,Allocated
G6OIF,G6,OIF,Call Sign - Amateur,Allocated
G6OIH,G6,OIH,Call Sign - Amateur,Allocated
G6OIJ,G6,OIJ,Call Sign - Amateur,Reserved
G6OIL,G6,OIL,Call Sign - Amateur,Allocated
G6OIN,G6,OIN,Call Sign - Amateur,Reserved
G6OIO,G6,OIO,Call Sign - Amateur,Allocated
G6OIR,G6,OIR,Call Sign - Amateur,Reserved
G6OIX,G6,OIX,Call Sign - Amateur,Allocated
G6OIY,G6,OIY,Call Sign - Amateur,Allocated
G6OJA,G6,OJA,Call Sign - Amateur,Reserved
G6OJB,G6,OJB,Call Sign - Amateur,Allocated
G6OJC,G6,OJC,Call Sign - Amateur,Allocated
G6OJF,G6,OJF,Call Sign - Amateur,Reserved
G6OJI,G6,OJI,Call Sign - Amateur,Reserved
G6OJK,G6,OJK,Call Sign - Amateur,Allocated
G6OJN,G6,OJN,Call Sign - Amateur,Allocated
G6OJO,G6,OJO,Call Sign - Amateur,Reserved
G6OJP,G6,OJP,Call Sign - Amateur,Reserved
G6OJR,G6,OJR,Call Sign - Amateur,Reserved
G6OJT,G6,OJT,Call Sign - Amateur,Reserved
G6OJU,G6,OJU,Call Sign - Amateur,Allocated
G6OJV,G6,OJV,Call Sign - Amateur,Allocated
G6OJX,G6,OJX,Call Sign - Amateur,Allocated
G6OJZ,G6,OJZ,Call Sign - Amateur,Allocated
G6OKA,G6,OKA,Call Sign - Amateur,Allocated
G6OKB,G6,OKB,Call Sign - Amateur,Allocated
G6OKC,G6,OKC,Call Sign - Amateur,Allocated
G6OKI,G6,OKI,Call Sign - Amateur,Reserved
G6OKJ,G6,OKJ,Call Sign - Amateur,Reserved
G6OKK,G6,OKK,Call Sign - Amateur,Reserved
G6OKM,G6,OKM,Call Sign - Amateur,Reserved
G6OKN,G6,OKN,Call Sign - Amateur,Reserved
G6OKO,G6,OKO,Call Sign - Amateur,Reserved
G6OKU,G6,OKU,Call Sign - Amateur,Allocated
G6OLJ,G6,OLJ,Call Sign - Amateur,Allocated
G6OLK,G6,OLK,Call Sign - Amateur,Reserved
G6OLM,G6,OLM,Call Sign - Amateur,Allocated
G6OLR,G6,OLR,Call Sign - Amateur,Reserved
G6OLS,G6,OLS,Call Sign - Amateur,Allocated
G6OLU,G6,OLU,Call Sign - Amateur,Allocated
G6OLV,G6,OLV,Call Sign - Amateur,Allocated
G6OLX,G6,OLX,Call Sign - Amateur,Reserved
G6OLY,G6,OLY,Call Sign - Amateur,Allocated
G6OMA,G6,OMA,Call Sign - Amateur,Reserved
G6OMH,G6,OMH,Call Sign - Amateur,Allocated
G6OMI,G6,OMI,Call Sign - Amateur,Reserved
G6OML,G6,OML,Call Sign - Amateur,Reserved
G6OMN,G6,OMN,Call Sign - Amateur,Allocated
G6OMR,G6,OMR,Call Sign - Amateur,Reserved
G6OMT,G6,OMT,Call Sign - Amateur,Allocated
G6OMU,G6,OMU,Call Sign - Amateur,Reserved
G6OMV,G6,OMV,Call Sign - Amateur,Allocated
G6OMX,G6,OMX,Call Sign - Amateur,Reserved
G6OMY,G6,OMY,Call Sign - Amateur,Allocated
G6ONC,G6,ONC,Call Sign - Amateur,Allocated
G6OND,G6,OND,Call Sign - Amateur,Reserved
G6ONE,G6,ONE,Call Sign - Amateur,Allocated
G6ONI,G6,ONI,Call Sign - Amateur,Allocated
G6ONJ,G6,ONJ,Call Sign - Amateur,Reserved
G6ONM,G6,ONM,Call Sign - Amateur,Reserved
G6ONN,G6,ONN,Call Sign - Amateur,Allocated
G6ONR,G6,ONR,Call Sign - Amateur,Reserved
G6ONV,G6,ONV,Call Sign - Amateur,Allocated
G6ONW,G6,ONW,Call Sign - Amateur,Allocated
G6ONZ,G6,ONZ,Call Sign - Amateur,Allocated
G6OOA,G6,OOA,Call Sign - Amateur,Allocated
G6OOC,G6,OOC,Call Sign - Amateur,Reserved
G6OOH,G6,OOH,Call Sign - Amateur,Allocated
G6OOK,G6,OOK,Call Sign - Amateur,Allocated
G6OOM,G6,OOM,Call Sign - Amateur,Reserved
G6OOO,G6,OOO,Call Sign - Amateur,Allocated
G6OOP,G6,OOP,Call Sign - Amateur,Reserved
G6OOT,G6,OOT,Call Sign - Amateur,Allocated
G6OOV,G6,OOV,Call Sign - Amateur,Reserved
G6OOX,G6,OOX,Call Sign - Amateur,Reserved
G6OOY,G6,OOY,Call Sign - Amateur,Reserved
G6OPA,G6,OPA,Call Sign - Amateur,Reserved
G6OPB,G6,OPB,Call Sign - Amateur,Allocated
G6OPD,G6,OPD,Call Sign - Amateur,Allocated
G6OPJ,G6,OPJ,Call Sign - Amateur,Reserved
G6OPK,G6,OPK,Call Sign - Amateur,Allocated
G6OPL,G6,OPL,Call Sign - Amateur,Reserved
G6OPM,G6,OPM,Call Sign - Amateur,Reserved
G6OPN,G6,OPN,Call Sign - Amateur,Reserved
G6OPO,G6,OPO,Call Sign - Amateur,Reserved
G6OPP,G6,OPP,Call Sign - Amateur,Reserved
G6OPQ,G6,OPQ,Call Sign - Amateur,Reserved
G6OPU,G6,OPU,Call Sign - Amateur,Reserved
G6OPV,G6,OPV,Call Sign - Amateur,Allocated
G6OPW,G6,OPW,Call Sign - Amateur,Reserved
G6OPX,G6,OPX,Call Sign - Amateur,Reserved
G6OPY,G6,OPY,Call Sign - Amateur,Allocated
G6OQA,G6,OQA,Call Sign - Amateur,Reserved
G6OQC,G6,OQC,Call Sign - Amateur,Reserved
G6OQF,G6,OQF,Call Sign - Amateur,Reserved
G6OQJ,G6,OQJ,Call Sign - Amateur,Allocated
G6OQK,G6,OQK,Call Sign - Amateur,Allocated
G6OQL,G6,OQL,Call Sign - Amateur,Allocated
G6OQM,G6,OQM,Call Sign - Amateur,Reserved
G6OQN,G6,OQN,Call Sign - Amateur,Allocated
G6OQO,G6,OQO,Call Sign - Amateur,Allocated
G6OQR,G6,OQR,Call Sign - Amateur,Reserved
G6OQU,G6,OQU,Call Sign - Amateur,Reserved
G6OQV,G6,OQV,Call Sign - Amateur,Allocated
G6ORA,G6,ORA,Call Sign - Amateur,Allocated
G6ORC,G6,ORC,Call Sign - Amateur,Allocated
G6ORD,G6,ORD,Call Sign - Amateur,Reserved
G6ORE,G6,ORE,Call Sign - Amateur,Allocated
G6ORH,G6,ORH,Call Sign - Amateur,Allocated
